Value,Age,Overall,Potential,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
25,21,81,88,120,2059,1,3,4,21,5,10,154,702,702,702,782,772,772,772,782,802,802,802,782,802,802,802,782,752,762,762,762,752,732,682,682,682,732,74,68,41,83,62,85,73,63,80,85,73,67,82,80,79,64,52,75,62,71,76,76,76,83,55,80,62,75,74,12,15,16,7,13,56.3
24,22,81,86,22,2019,3,4,4,22,5,9,154,763,763,763,803,793,793,793,803,783,783,783,793,723,723,723,793,643,593,593,593,643,603,523,523,523,603,75,77,60,74,75,84,72,65,67,80,94,93,91,77,76,76,75,80,59,76,64,45,77,75,64,77,45,35,29,11,10,14,14,10,35.4
17,30,81,81,33,2084,1,4,4,11,5,11,154,762,762,762,812,792,792,792,812,792,792,792,802,752,752,752,802,702,662,662,662,702,672,602,602,602,672,79,80,54,75,64,87,82,72,68,83,88,88,78,75,80,76,62,82,60,80,58,59,77,75,76,83,63,54,45,14,13,13,16,8,35.7
20.5,26,81,82,73,2128,2,4,3,24,5,7,161,722,722,722,772,772,772,772,772,792,792,792,772,802,802,802,772,742,762,762,762,742,722,702,702,702,722,72,69,60,86,47,78,81,81,84,84,75,70,82,75,88,78,69,75,63,76,73,74,73,83,67,83,69,73,65,14,13,9,10,12,40.5
18.5,25,81,84,64,2149,2,4,3,77,5,11,150,732,732,732,762,762,762,762,762,782,782,782,772,802,802,802,772,772,792,792,792,772,762,742,742,742,762,72,69,62,83,65,81,79,74,83,83,69,70,74,77,74,80,68,84,66,81,79,81,69,80,69,78,75,77,75,8,8,15,11,8,32.8
24.5,24,81,87,31,2000,2,3,4,9,6,1,174,792,792,792,802,802,802,802,802,792,792,792,792,712,712,712,792,622,592,592,592,622,592,552,552,552,592,78,77,70,79,68,82,49,53,66,81,92,94,80,78,55,85,86,75,85,78,66,21,76,75,64,71,52,38,31,14,15,14,10,13,56.4
24.5,23,81,87,54,2047,1,4,4,11,5,7,150,792,792,792,822,822,822,822,822,812,812,812,802,752,752,752,802,672,632,632,632,672,652,582,582,582,652,74,82,67,73,79,87,82,65,65,87,87,82,87,82,83,80,50,74,63,83,41,48,82,78,55,74,58,53,44,13,10,9,8,16,55.1
21.5,22,81,88,91,1717,2,3,2,6,6,2,179,552,552,552,592,582,582,582,592,622,622,622,632,682,682,682,632,732,772,772,772,732,752,792,792,792,752,49,36,80,77,25,68,32,22,72,74,66,70,61,80,61,31,72,69,73,20,73,82,32,62,36,77,80,86,84,10,12,8,6,8,44.1
22.5,25,81,84,71,2055,3,4,4,10,5,10,161,723,723,723,773,763,763,763,773,783,783,783,773,783,783,783,773,733,733,733,733,733,703,663,663,663,703,77,64,55,83,69,83,74,67,78,83,73,69,81,73,77,76,64,79,68,72,60,72,77,81,66,82,57,70,62,6,15,8,8,8,39.9
20,24,81,86,58,1935,2,3,3,23,6,0,154,652,652,652,702,682,682,682,702,692,692,692,732,712,712,712,732,792,772,772,772,792,792,762,762,762,792,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,80,81,80,12,6,14,9,11,35.5
24.5,24,81,88,64,2075,3,5,4,20,5,11,165,733,733,733,793,783,783,783,793,803,803,803,793,793,793,793,793,763,743,743,743,763,743,673,673,673,743,77,65,52,82,70,84,80,65,79,85,82,84,79,76,76,76,54,72,54,80,56,75,77,82,51,75,69,72,71,12,9,12,11,6,46.6
19,24,81,85,64,2127,3,4,3,14,5,9,154,713,713,713,783,763,763,763,783,773,773,773,793,783,783,783,793,803,783,783,783,803,793,743,743,743,793,81,61,64,80,56,83,78,45,78,79,88,87,82,81,77,67,74,84,60,62,75,79,75,75,60,81,76,80,75,16,12,15,11,11,37.5
20.5,22,81,87,14,2137,3,2,3,3,5,7,152,713,713,713,763,743,743,743,763,753,753,753,773,763,763,763,773,803,763,763,763,803,793,743,743,743,793,83,50,65,79,58,83,85,82,78,82,85,83,85,79,86,78,64,83,63,72,68,80,75,60,51,77,73,78,79,7,13,10,7,13,45.1
24,24,81,86,54,2146,3,3,4,13,5,7,157,743,743,743,803,793,793,793,803,803,803,803,803,793,793,793,803,783,763,763,763,783,763,693,693,693,763,85,75,52,84,78,83,84,82,75,84,82,68,88,83,86,79,63,72,49,82,69,84,77,79,44,75,67,70,77,12,6,8,11,8,42.6
19.5,25,81,85,60,2081,2,3,3,16,6,0,168,742,742,742,742,752,752,752,742,752,752,752,752,782,782,782,752,782,802,802,802,782,772,782,782,782,772,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,76,54,74,79,83,75,15,12,12,15,14,38.5
22.5,25,81,84,14,1917,1,4,3,17,5,7,152,792,792,792,752,772,772,772,752,732,732,732,732,642,642,642,732,522,482,482,482,522,492,442,442,442,492,53,84,77,68,73,75,68,57,55,78,89,92,91,79,90,79,86,72,73,65,66,20,84,58,70,75,20,20,15,12,14,14,12,8,35.4
16,31,81,81,45,1884,3,2,3,7,5,11,170,793,793,793,753,783,783,783,753,743,743,743,743,663,663,663,743,533,523,523,523,533,503,473,473,473,503,60,84,75,68,78,80,69,58,55,80,73,75,73,80,77,80,74,66,74,60,58,34,90,68,80,78,40,16,14,12,12,8,5,8,33.6
22,25,81,83,40,2054,2,3,4,14,5,11,174,792,792,792,792,792,792,792,792,782,782,782,782,732,732,732,782,622,592,592,592,622,582,532,532,532,582,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30,11,15,16,12,15,39.1
18.5,25,81,84,87,2035,2,3,3,4,6,0,168,692,692,692,732,722,722,722,732,732,732,732,762,752,752,752,762,802,782,782,782,802,792,772,772,772,792,83,58,69,79,48,76,72,48,70,79,76,74,70,78,68,65,73,85,69,52,76,79,71,75,54,74,78,83,82,11,7,6,7,14,35.6
18.5,25,81,84,36,1821,2,2,2,5,6,2,183,522,522,522,532,522,522,522,532,552,552,552,562,622,622,622,562,702,742,742,742,702,742,792,792,792,742,46,30,78,73,32,43,72,68,69,65,65,77,65,80,59,44,81,62,78,22,78,78,30,55,52,80,83,83,87,11,16,11,15,13,32.8
25.5,24,81,88,71,1937,3,3,4,7,6,1,172,793,793,793,733,753,753,753,733,723,723,723,713,663,663,663,713,553,553,553,553,553,543,523,523,523,543,58,88,78,63,76,74,71,74,62,78,69,74,68,75,63,85,62,73,78,82,67,36,81,60,79,72,35,34,32,9,16,16,15,6,48.5
22.5,24,81,84,54,2107,2,4,3,9,5,10,170,782,782,782,792,802,802,802,792,792,792,792,782,762,762,762,782,692,682,682,682,692,672,632,632,632,672,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51,11,13,14,15,13,39.9
20,23,81,86,105,2038,2,3,3,22,6,1,187,682,682,682,742,732,732,732,742,742,742,742,762,762,762,762,762,802,782,782,782,802,802,772,772,772,802,87,33,65,80,31,80,80,34,69,79,77,86,68,80,70,79,71,81,81,65,75,79,77,76,50,79,78,79,81,7,7,9,15,9,38.5
17,27,81,82,35,1866,2,3,3,6,6,3,168,622,622,622,662,672,672,672,662,702,702,702,702,752,752,752,702,762,792,792,792,762,752,752,752,752,752,61,45,58,80,49,71,54,51,72,81,52,52,66,85,54,53,51,93,69,40,78,81,70,73,47,78,80,80,76,8,13,9,6,8,30.2
21.5,25,81,83,40,2013,2,3,4,16,5,9,152,732,732,732,802,792,792,792,802,802,802,802,802,752,752,752,802,642,612,612,612,642,592,492,492,492,592,77,69,38,81,80,85,83,79,72,83,86,77,91,81,83,78,63,77,62,77,57,41,81,80,83,76,30,47,35,6,9,7,7,8,38.2
18,28,81,81,76,1956,3,3,4,38,6,0,179,763,763,763,813,803,803,803,813,793,793,793,793,713,713,713,793,623,573,573,573,623,583,483,483,483,583,76,72,48,78,72,87,70,58,58,83,90,91,86,81,78,85,75,73,68,77,59,38,76,76,57,77,31,30,33,10,12,7,11,10,30.6
16.5,27,81,82,68,2114,2,4,3,31,6,0,176,702,702,702,742,732,732,732,742,732,732,732,762,762,762,762,762,802,772,772,772,802,792,762,762,762,792,85,54,70,79,52,79,77,68,74,80,71,82,72,79,62,80,73,88,68,69,74,76,69,69,76,75,79,81,80,12,7,8,8,13,29.3
17,30,81,81,41,1976,3,3,4,7,6,3,174,783,783,783,793,803,803,803,793,803,803,803,783,763,763,763,783,623,623,623,623,623,573,523,523,523,573,78,78,58,82,80,83,77,84,74,87,67,70,70,80,56,87,33,64,74,87,58,46,80,82,78,80,53,32,26,13,13,8,12,6,28.9
22,25,81,83,76,2079,2,3,3,31,5,10,187,792,792,792,792,802,802,802,792,792,792,792,792,762,762,762,792,642,632,632,632,642,612,562,562,562,612,78,81,67,81,77,79,79,76,67,81,78,77,73,82,84,85,78,88,82,81,78,45,81,81,72,80,22,50,33,8,7,9,7,12,39.1
23.5,24,81,85,59,1948,2,4,3,9,5,9,159,802,802,802,772,792,792,792,772,762,762,762,742,672,672,672,742,562,532,532,532,562,532,492,492,492,532,53,85,77,76,84,78,78,63,51,81,82,80,83,84,84,80,75,65,64,68,59,26,86,65,71,82,50,21,26,12,14,14,8,5,41.7
18,28,81,81,65,2007,2,4,3,23,6,1,174,772,772,772,792,792,792,792,792,792,792,792,802,742,742,742,802,612,602,602,602,612,572,522,522,522,572,78,77,65,79,75,84,76,62,80,83,78,77,74,80,63,77,70,80,81,73,61,25,80,78,74,70,68,21,23,11,16,8,14,16,36.9
22,25,81,84,115,1978,3,2,3,10,6,1,181,683,683,683,693,713,713,713,693,743,743,743,713,793,793,793,713,713,773,773,773,713,703,713,713,713,703,71,49,62,85,50,70,73,77,85,80,47,49,49,77,61,88,32,80,75,80,92,71,77,81,63,74,68,72,68,7,8,11,7,13,43.5
17.5,29,81,81,26,1972,3,2,4,10,5,11,168,733,733,733,793,773,773,773,793,793,793,793,793,753,753,753,793,603,593,593,593,603,563,493,493,493,563,83,74,63,81,73,85,83,76,77,86,69,68,82,78,80,69,64,69,62,65,56,31,75,85,71,82,46,34,26,11,11,14,9,16,24.5
17,29,81,81,76,2144,2,4,3,20,5,7,154,712,712,712,762,752,752,752,762,772,772,772,772,792,792,792,772,762,772,772,772,762,742,702,702,702,742,78,64,53,84,68,75,75,76,83,82,76,65,80,76,85,80,61,87,63,75,80,74,75,81,76,76,74,71,72,15,7,12,8,13,28.9
19.5,25,81,81,77,2053,2,5,4,9,5,7,134,732,732,732,812,792,792,792,812,812,812,812,812,762,762,762,812,692,632,632,632,692,652,532,532,532,652,82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,82,68,78,55,48,60,12,10,7,15,9,33.2
16,28,81,82,115,1726,2,4,2,6,6,2,185,542,542,542,542,542,542,542,542,562,562,562,582,622,622,622,582,712,742,742,742,712,722,792,792,792,722,59,33,80,69,42,63,26,18,66,67,54,55,50,75,41,63,81,68,82,34,87,81,21,56,52,70,77,83,85,14,14,13,10,7,31.6
13,30,81,81,56,1996,3,4,3,17,5,7,143,613,613,613,633,643,643,643,633,673,673,673,663,733,733,733,663,753,803,803,803,753,763,803,803,803,763,50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,84,83,59,89,84,58,72,58,78,80,84,79,14,7,9,6,6,24.7
19,26,81,81,130,2087,3,4,5,23,5,7,159,753,753,753,803,793,793,793,803,803,803,803,803,773,773,773,803,673,663,663,663,673,633,553,553,553,633,78,71,45,81,76,86,88,84,80,84,84,77,84,80,91,87,52,75,73,84,61,55,74,81,65,82,35,49,48,13,12,12,11,11,36.1
21.5,25,81,83,18,1993,3,5,5,17,5,8,137,753,753,753,813,803,803,803,813,803,803,803,803,743,743,743,803,643,603,603,603,643,613,513,513,513,613,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,67,45,45,80,77,68,85,52,40,31,11,6,10,14,9,44.6
17.5,26,81,82,42,1958,2,3,2,22,6,4,187,672,672,672,662,672,672,672,662,682,682,682,682,722,722,722,682,752,782,782,782,752,762,792,792,792,762,60,50,79,79,51,67,50,62,83,71,66,82,59,78,47,78,54,74,85,57,81,82,55,67,53,78,82,80,78,6,13,8,7,14,31.1
17.5,28,81,81,140,2170,3,4,3,21,6,0,154,733,733,733,763,763,763,763,763,783,783,783,783,803,803,803,783,793,813,813,813,793,783,763,763,763,783,74,71,58,83,65,77,80,65,79,82,75,68,79,82,78,75,61,87,67,69,86,86,78,78,79,84,78,80,77,9,12,15,9,8,32.4
18.5,27,81,81,19,2141,2,4,4,18,5,8,170,792,792,792,812,812,812,812,812,802,802,802,812,762,762,762,812,722,682,682,682,722,702,642,642,642,702,78,77,73,75,72,85,79,64,72,84,89,87,83,80,76,80,87,85,63,76,69,60,83,76,75,81,49,60,56,9,11,9,5,14,37
21,25,81,82,77,1913,3,3,5,92,5,10,159,743,743,743,793,783,783,783,793,773,773,773,773,693,693,693,773,613,563,563,563,613,573,493,493,493,573,74,78,51,74,79,84,83,63,57,86,86,87,85,72,81,74,60,68,54,74,54,36,78,73,67,72,59,30,25,5,3,5,5,3,37.3
16,28,81,82,130,1799,3,3,2,12,6,4,179,593,593,593,573,573,573,573,573,573,573,573,593,613,613,613,593,703,723,723,723,703,723,793,793,793,723,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,49,52,67,81,82,80,10,15,16,15,15,30.8
15.5,31,81,81,25,2102,4,3,4,10,5,11,187,813,813,813,793,813,813,813,793,793,793,793,793,753,753,753,793,653,653,653,653,653,613,593,593,593,613,76,81,69,78,73,82,78,81,72,79,81,80,69,82,59,94,69,86,92,90,83,48,82,75,78,75,50,41,28,6,10,7,11,12,34.1
17.5,29,81,81,65,1948,3,4,4,23,5,9,150,703,703,703,773,763,763,763,773,793,793,793,783,773,773,773,783,683,663,663,663,683,643,543,543,543,643,65,76,48,83,76,86,74,63,72,83,74,60,87,81,88,54,65,82,39,55,30,59,80,80,80,83,56,53,49,11,9,8,9,13,29.8
23,25,81,85,90,1931,2,3,4,10,5,6,130,722,722,722,792,782,782,782,792,792,792,792,792,742,742,742,792,592,552,552,552,592,542,432,432,432,542,74,70,56,80,61,87,76,76,78,86,84,78,86,73,89,75,75,73,39,76,48,27,73,79,73,77,27,36,25,14,9,6,7,15,45.4
18.5,28,81,81,1,1971,1,4,4,11,6,2,176,792,792,792,772,792,792,792,772,782,782,782,762,702,702,702,762,562,552,552,552,562,532,482,482,482,532,56,84,70,77,79,77,78,69,62,78,88,85,75,74,66,80,67,74,75,81,67,32,84,75,74,73,26,28,24,16,9,16,15,10,38.9
18,29,81,81,43,2129,2,4,4,13,5,11,176,782,782,782,792,802,802,802,792,802,802,802,792,782,782,782,792,702,702,702,702,702,682,652,652,652,682,76,79,64,85,86,78,79,69,69,83,74,67,70,84,78,81,73,78,69,83,74,60,84,83,80,83,59,61,50,7,10,13,11,12,30.6
16,28,81,82,59,1826,3,4,2,36,6,1,183,583,583,583,593,593,593,593,593,613,613,613,623,663,663,663,623,733,753,753,753,733,753,793,793,793,753,49,28,80,75,47,63,44,33,70,71,71,83,64,81,61,62,80,67,78,29,70,78,35,59,43,78,82,83,83,11,8,11,12,15,28.4
17.5,29,81,81,84,1959,3,4,4,8,5,10,154,733,733,733,803,793,793,793,803,813,813,813,803,753,753,753,803,633,603,603,603,633,583,503,503,503,583,79,66,57,81,60,88,72,64,69,88,86,76,83,80,78,73,64,73,60,71,51,36,78,84,90,81,58,31,22,5,8,14,6,8,29.8
13,30,81,81,1,1813,3,3,2,5,6,2,170,603,603,603,583,593,593,593,583,603,603,603,603,643,643,643,603,703,743,743,743,703,723,793,793,793,723,58,51,83,72,45,59,38,52,64,65,52,52,60,81,61,57,78,61,78,31,78,81,51,57,56,84,82,83,81,14,6,9,10,7,27.3
14,29,81,81,23,1837,3,3,2,4,6,2,185,613,613,613,553,573,573,573,553,573,573,573,583,633,633,633,583,713,753,753,753,713,733,783,783,783,733,54,55,82,73,37,46,52,69,69,71,56,65,40,73,58,78,70,76,80,41,75,79,31,49,61,69,83,82,78,6,10,13,10,15,29.4
14,29,81,81,69,1868,2,4,2,5,6,1,176,612,612,612,592,612,612,612,592,622,622,622,612,682,682,682,612,732,772,772,772,732,752,802,802,802,752,43,39,75,74,54,58,33,30,69,60,65,72,63,78,61,73,73,83,77,62,82,82,49,65,34,81,83,86,88,13,7,8,14,15,23.8
11,33,81,81,86,1955,3,3,3,28,5,6,139,723,723,723,793,783,783,783,793,793,793,793,793,733,733,733,793,613,573,573,573,613,573,443,443,443,573,82,74,48,82,76,83,82,77,77,82,81,79,86,77,92,75,60,73,37,79,52,34,76,77,68,64,38,26,34,14,12,8,6,8,20.9
15.5,31,81,81,32,1980,2,3,4,21,6,0,161,732,732,732,792,782,782,782,792,802,802,802,792,772,772,772,792,642,642,642,642,642,592,512,512,512,592,91,76,36,83,68,84,87,85,85,85,63,63,68,76,73,84,39,65,63,80,55,43,79,82,71,71,50,46,36,11,12,10,15,16,32.6
15,31,81,81,65,2168,3,4,4,27,6,1,190,783,783,783,773,783,783,783,773,783,783,783,773,783,783,783,773,733,753,753,753,733,733,743,743,743,733,75,78,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,78,67,82,59,78,74,6,11,15,16,6,25.5
7,33,81,81,57,2128,3,4,2,26,6,0,174,733,733,733,743,733,733,733,743,733,733,733,753,743,743,743,753,793,783,783,783,793,793,793,793,793,793,82,65,74,76,64,72,80,47,69,76,74,83,66,81,66,78,77,77,78,69,83,83,73,71,65,82,81,82,79,14,11,14,6,12,11.9
15.5,31,81,81,74,2084,3,4,4,87,5,11,154,763,763,763,793,783,783,783,793,783,783,783,793,773,773,773,793,733,713,713,713,733,703,643,643,643,703,83,73,55,78,75,82,74,71,73,83,77,78,74,78,76,87,35,86,69,82,66,67,79,77,83,73,61,63,53,10,4,14,4,14,26.4
17,29,81,81,46,2158,2,3,4,18,5,11,163,762,762,762,782,782,782,782,782,782,782,782,792,792,792,792,792,772,762,762,762,772,762,712,712,712,762,78,74,67,82,71,80,83,85,79,81,74,76,79,80,63,86,59,90,70,77,62,75,73,81,64,73,70,74,69,11,9,10,13,13,35.7
21,26,81,82,105,2100,2,2,4,22,6,0,176,772,772,772,802,802,802,802,802,802,802,802,802,772,772,772,802,662,662,662,662,662,632,592,592,592,632,78,74,69,83,77,86,83,80,73,84,76,74,75,78,74,81,63,78,68,82,84,45,79,83,75,78,48,51,42,10,15,11,8,13,40.4
14.5,27,81,81,92,2094,3,3,3,3,5,9,168,693,693,693,743,733,733,733,743,733,733,733,753,743,743,743,753,793,773,773,773,793,793,783,783,783,793,82,57,62,76,64,80,64,57,66,77,79,78,69,82,76,68,75,78,72,67,87,81,68,73,57,75,77,83,84,10,11,8,13,13,26.8
17.5,29,81,81,15,1986,3,2,4,10,5,10,170,783,783,783,803,803,803,803,803,803,803,803,793,733,733,733,793,593,563,563,563,593,543,463,463,463,543,79,81,70,81,82,83,81,71,66,83,78,80,81,78,81,74,68,74,67,80,57,37,81,81,72,80,31,22,14,8,14,8,13,10,26.3
16.5,30,81,81,28,2090,2,4,3,5,6,1,190,732,732,732,762,762,762,762,762,782,782,782,772,792,792,792,772,742,762,762,762,742,722,702,702,702,722,75,65,57,81,77,82,80,75,81,81,66,67,66,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64,6,11,16,15,8,36.3
10,32,81,81,120,2142,2,2,3,16,5,11,183,742,742,742,762,762,762,762,762,762,762,762,772,772,772,772,772,802,792,792,792,802,792,782,782,782,792,79,60,62,81,64,80,70,66,72,81,82,85,72,82,78,85,69,79,79,66,80,82,73,71,55,82,77,82,79,16,11,10,7,7,18.5
15,31,81,81,85,2164,3,4,3,28,5,7,134,743,743,743,763,763,763,763,763,783,783,783,763,793,793,793,763,733,753,753,753,733,723,713,713,713,723,77,74,70,83,76,79,82,79,81,82,66,59,76,75,84,76,77,78,63,80,74,72,74,80,70,86,68,72,68,13,15,15,13,13,28.5
11,33,81,81,74,2039,3,4,4,20,5,9,161,713,713,713,763,763,763,763,763,803,803,803,773,813,813,813,773,723,743,743,743,723,693,663,663,663,693,78,67,60,89,70,85,78,76,85,88,55,52,74,81,80,72,67,69,66,70,52,70,70,86,72,83,65,66,62,5,4,10,8,7,18.7
8,35,81,81,39,1933,2,4,4,27,5,11,174,792,792,792,772,792,792,792,772,782,782,782,752,722,722,722,752,532,542,542,542,532,502,452,452,452,502,66,84,68,76,87,76,78,78,73,81,73,67,71,81,75,87,69,66,76,89,44,26,84,77,84,81,35,21,15,6,7,5,4,4,13.6
14,32,81,81,56,1891,3,3,4,18,6,0,170,793,793,793,743,773,773,773,743,743,743,743,723,673,673,673,723,563,543,543,543,563,543,513,513,513,543,61,84,82,75,79,78,61,62,46,79,69,70,59,78,58,84,74,68,83,75,52,38,79,69,83,82,22,32,35,14,11,9,9,13,23.8
14,32,81,81,1,2157,2,4,4,4,5,9,165,752,752,752,792,782,782,782,792,802,802,802,792,782,782,782,792,742,732,732,732,742,722,682,682,682,722,79,70,59,80,69,86,79,70,80,83,83,76,82,76,76,81,74,76,71,82,68,68,75,81,73,77,62,69,68,14,14,9,16,8,29.4
17.5,28,81,81,20,2106,3,4,3,16,6,0,159,733,733,733,743,763,763,763,743,763,763,763,753,783,783,783,753,763,793,793,793,763,753,753,753,753,753,63,68,59,78,59,76,67,63,75,78,71,73,66,78,70,81,66,94,73,78,83,81,81,77,64,75,83,80,67,6,10,15,7,16,35
11,33,81,81,41,2038,2,4,4,11,5,9,152,772,772,772,802,802,802,802,802,812,812,812,792,762,762,762,792,622,622,622,622,622,582,542,542,542,582,78,78,63,83,83,87,79,77,76,85,74,66,83,82,83,77,70,62,62,74,66,45,82,81,72,79,43,42,31,12,10,5,13,14,18.7
15.5,31,81,81,19,1970,3,5,5,17,5,10,150,753,753,753,793,793,793,793,793,803,803,803,793,743,743,743,793,603,583,583,583,603,553,473,473,473,553,80,70,61,79,75,87,86,79,77,86,77,74,92,77,77,85,37,74,62,83,61,31,74,79,72,82,53,22,20,5,10,13,6,6,31
13.5,32,81,81,120,2126,2,4,3,7,5,9,154,722,722,722,742,742,742,742,742,762,762,762,772,792,792,792,772,792,802,802,802,792,782,762,762,762,782,86,62,66,84,76,76,81,75,81,79,63,62,69,84,73,82,62,91,71,70,82,79,72,79,83,86,74,80,79,1,1,1,1,1,25.7
5.5,34,81,81,18,2048,3,2,2,22,6,2,185,673,673,673,653,653,653,653,653,643,643,643,673,693,693,693,673,763,763,763,763,763,773,803,803,803,773,79,52,80,73,61,65,82,75,77,62,68,74,52,74,43,80,65,78,89,74,72,82,58,58,72,76,86,84,82,13,14,10,9,5,11
6,36,81,81,24,1947,2,3,4,17,5,10,165,752,752,752,802,792,792,792,802,802,802,802,792,762,762,762,792,612,602,602,602,612,572,502,502,502,572,86,80,59,82,68,85,86,77,83,83,69,65,72,80,72,74,33,54,64,76,53,35,81,84,75,80,41,41,39,9,14,6,10,11,12.6
20.5,21,80,85,25,1806,1,3,3,18,6,1,185,782,782,782,722,752,752,752,722,722,722,722,712,662,662,662,712,522,522,522,522,522,492,482,482,482,492,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,60,67,65,35,20,23,7,8,13,12,6,44.6
22,19,80,89,32,1876,1,5,4,29,6,2,183,742,742,742,782,782,782,782,782,792,792,792,782,742,742,742,782,612,582,582,582,612,582,492,492,492,582,69,72,65,82,71,81,65,53,73,83,77,86,78,78,71,66,69,73,61,66,40,32,78,83,49,80,28,42,38,6,8,11,10,12,41.8
22.5,21,80,89,51,2096,1,3,4,17,5,11,168,722,722,722,772,762,762,762,772,782,782,782,782,782,782,782,782,752,762,762,762,752,732,722,722,722,732,67,59,56,82,59,86,67,63,79,84,84,76,83,79,83,80,63,78,78,70,81,73,70,79,60,84,69,73,69,8,10,13,8,7,47.3
23.5,20,80,90,51,2048,1,4,4,8,5,9,154,722,722,722,782,772,772,772,782,792,792,792,782,782,782,782,782,722,732,732,732,722,702,652,652,652,702,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,69,66,73,84,63,82,64,64,63,14,6,11,7,10,49.4
21,21,80,87,31,2062,1,4,4,8,5,11,168,742,742,742,782,782,782,782,782,792,792,792,792,792,792,792,792,732,722,722,722,732,702,642,642,642,702,80,74,56,84,66,79,69,82,79,82,75,77,75,80,70,77,59,78,65,73,49,68,77,83,73,76,60,65,56,6,14,7,13,11,48.3
18.5,22,80,88,115,1991,1,3,3,19,5,9,146,652,652,652,712,682,682,682,712,702,702,702,722,712,712,712,722,782,752,752,752,782,782,752,752,752,782,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,63,75,68,63,62,69,83,79,80,11,12,10,5,14,41.6
19.5,24,80,84,11,1988,1,2,4,10,5,9,139,732,732,732,782,782,782,782,782,782,782,782,792,742,742,742,792,682,642,642,642,682,652,542,542,542,652,71,74,43,79,75,81,74,70,70,79,90,89,86,79,64,78,46,85,52,73,65,50,74,79,64,76,43,53,49,6,9,13,13,12,30.7
10.5,30,80,80,34,2068,1,4,4,5,5,10,152,672,672,672,742,712,712,712,742,732,732,732,762,752,752,752,762,792,762,762,762,792,782,742,742,742,782,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7,20
4.5,34,80,80,34,2050,1,4,2,6,5,10,165,662,662,662,702,692,692,692,702,712,712,712,722,752,752,752,722,772,782,782,782,772,772,752,752,752,772,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77,9,9,14,15,8,8.5
21,21,80,87,29,1879,1,3,3,10,5,11,172,742,742,742,802,792,792,792,802,792,792,792,792,742,742,742,792,612,582,582,582,612,562,472,472,472,562,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,71,59,79,40,29,80,79,52,69,50,32,30,10,6,10,13,11,48.3
15.5,26,80,83,80,1667,1,3,2,4,6,2,187,542,542,542,482,512,512,512,482,512,512,512,522,582,582,582,522,672,722,722,722,672,702,782,782,782,702,33,31,82,71,24,47,30,34,56,56,56,65,42,77,42,71,73,76,84,34,82,80,27,45,48,74,82,82,76,9,13,15,9,15,30.6
16,27,80,80,19,1923,2,3,2,11,6,1,183,782,782,782,712,732,732,732,712,702,702,702,712,642,642,642,712,572,562,562,562,572,562,562,562,562,562,59,80,81,68,75,62,58,37,52,65,87,88,67,76,50,86,74,91,90,74,88,26,84,65,71,71,51,34,28,14,7,13,11,11,32
17.5,22,80,86,33,1965,1,3,3,2,6,1,168,622,622,622,652,642,642,642,652,672,672,672,682,722,722,722,682,762,782,782,782,762,772,782,782,782,772,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,79,83,80,81,9,7,15,7,15,33.3
