Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
34,76,76,4,12,1891,3,4,4,10,5,10,150,683,683,683,743,733,733,733,743,753,753,753,743,713,713,713,743,593,603,603,603,593,553,503,503,503,553,77,67,47,77,68,80,82,74,75,82,64,63,76,71,74,71,70,60,54,70,73,43,74,77,67,82,48,35,32,7,11,6,11,5,8
25,76,80,9,26,1810,1,3,2,29,6,2,165,592,592,592,592,582,582,582,592,592,592,592,612,642,642,642,612,712,722,722,722,712,722,752,752,752,722,60,40,80,77,35,58,49,42,68,66,62,66,62,71,62,59,77,75,70,49,71,77,49,45,47,66,75,78,76,15,10,14,12,13,17
27,76,78,8,84,1745,2,4,2,15,6,2,185,522,522,522,492,492,492,492,492,492,492,492,512,542,542,542,512,642,662,662,662,642,672,752,752,752,672,53,27,77,58,44,46,47,48,56,50,59,67,62,62,60,67,86,64,87,48,89,71,39,47,48,58,72,79,79,10,13,6,10,14,14
23,76,80,9,24,1954,1,3,3,17,6,2,170,652,652,652,682,682,682,682,682,712,712,712,702,742,742,742,702,722,742,742,742,722,712,702,702,702,712,62,56,63,80,63,72,69,67,76,76,67,66,70,73,66,66,53,80,69,64,71,76,55,76,51,70,71,73,68,12,13,8,12,10,17
31,76,76,7,9,1866,1,2,3,7,5,9,168,682,682,682,722,732,732,732,722,752,752,752,732,752,752,752,732,612,642,642,642,612,572,522,522,522,572,72,68,49,81,70,77,80,74,78,80,53,50,60,79,74,69,37,69,59,72,55,55,77,79,71,79,45,50,28,8,16,8,15,8,10
27,76,77,7,26,1941,1,3,3,21,5,8,168,642,642,642,682,662,662,662,682,672,672,672,692,682,682,682,692,742,712,712,712,742,742,732,732,732,742,80,52,68,76,35,69,59,55,58,75,69,75,71,74,77,54,84,74,76,56,73,75,61,59,51,66,62,77,79,15,11,15,12,14,15
26,76,77,9,21,2005,1,3,3,8,5,10,165,692,692,692,742,732,732,732,742,742,742,742,742,732,732,732,742,712,702,702,702,712,692,652,652,652,692,72,66,47,74,51,78,75,75,73,76,77,73,75,76,66,76,64,80,70,77,61,54,71,76,68,70,68,73,67,9,14,6,11,6,14
33,76,76,5,61,1911,3,4,3,9,5,11,163,743,743,743,723,743,743,743,723,733,733,733,703,683,683,683,703,573,583,583,583,573,543,553,553,553,543,66,77,76,78,81,74,70,68,58,76,56,60,65,74,64,79,76,55,70,71,73,41,77,75,79,76,38,41,38,13,13,14,9,6,9
28,76,76,8,34,1957,2,3,3,8,6,1,165,672,672,672,692,702,702,702,692,722,722,722,702,742,742,742,702,692,742,742,742,692,682,702,702,702,682,67,60,60,78,66,74,74,70,77,79,54,52,61,73,58,72,66,75,75,69,83,70,70,74,68,75,74,71,62,5,5,5,5,5,13
19,76,86,12,6,2078,1,3,3,83,5,11,157,722,722,722,742,742,742,742,742,742,742,742,752,742,742,742,752,742,732,732,732,742,732,702,702,702,732,71,64,61,75,64,77,68,70,72,77,81,78,79,77,71,80,69,88,73,77,77,68,71,73,61,74,68,72,71,9,15,7,9,5,26
28,76,76,6,88,1949,2,5,3,36,6,0,154,672,672,672,692,692,692,692,692,692,692,692,702,702,702,702,702,752,742,742,742,752,752,742,742,742,752,69,55,68,76,59,74,69,35,66,75,73,73,77,76,76,69,68,75,64,56,74,77,64,63,45,76,77,79,78,6,7,7,12,7,11
23,76,81,9,38,1934,1,3,3,14,6,1,168,672,672,672,682,692,692,692,682,712,712,712,692,742,742,742,692,702,742,742,742,702,712,732,732,732,712,58,55,71,78,53,74,51,38,79,78,62,69,71,70,65,75,70,69,75,67,74,72,62,76,49,68,70,77,74,12,9,15,8,8,17
24,76,82,11,37,2037,2,4,3,20,5,8,141,722,722,722,752,742,742,742,752,752,752,752,762,742,742,742,762,722,702,702,702,722,702,652,652,652,702,72,70,58,78,73,79,70,54,72,77,81,82,82,70,74,72,70,89,72,68,50,65,72,74,67,70,69,61,61,15,15,9,9,7,20
28,76,76,8,1,2059,1,3,3,8,5,10,163,702,702,702,722,722,722,722,722,732,732,732,732,742,742,742,732,752,742,742,742,752,752,722,722,722,752,68,65,70,75,60,74,68,47,75,77,77,82,75,74,74,75,77,87,68,72,61,70,62,74,65,74,71,79,79,11,15,14,12,6,17
33,76,76,5,16,1926,2,2,4,33,5,7,143,692,692,692,752,742,742,742,752,752,752,752,752,702,702,702,752,632,592,592,592,632,592,502,502,502,592,74,72,39,73,72,78,73,75,65,76,78,77,80,75,90,69,52,85,60,78,49,37,73,78,64,74,62,40,32,9,16,13,6,6,9
26,76,79,10,15,2049,1,4,3,77,5,11,165,692,692,692,722,722,722,722,722,732,732,732,732,742,742,742,732,712,722,722,722,712,702,672,672,672,702,72,59,60,79,68,78,74,80,77,78,71,69,76,70,77,80,68,75,69,78,60,70,63,76,68,67,64,69,68,5,13,14,8,13,18
27,76,76,8,26,2035,2,3,3,18,6,1,168,692,692,692,692,702,702,702,692,712,712,712,712,742,742,742,712,752,772,772,772,752,762,762,762,762,762,64,60,70,76,62,68,57,43,74,74,68,68,62,79,70,74,79,90,75,68,79,81,69,72,60,76,79,78,76,14,15,7,12,12,14
22,76,81,9,18,1776,1,2,2,3,5,11,165,562,562,562,602,572,572,572,602,572,572,572,632,602,602,602,632,742,702,702,702,742,742,742,742,742,742,76,28,74,77,30,62,57,60,55,73,71,72,66,71,69,50,60,74,71,30,70,69,48,31,40,64,77,79,80,10,12,14,11,9,19
28,76,76,8,30,1907,1,4,3,8,6,0,157,732,732,732,722,752,752,752,722,752,752,752,712,692,692,692,712,562,572,572,572,562,552,542,542,542,552,42,72,73,74,73,78,71,53,59,76,77,76,78,78,78,70,81,71,64,69,65,31,77,78,68,77,53,39,32,14,9,6,6,16,14
31,76,76,5,18,1679,2,3,2,4,6,4,192,552,552,552,522,552,552,552,522,562,562,562,572,632,632,632,572,672,722,722,722,672,682,752,752,752,682,47,28,76,66,23,51,39,34,67,60,55,49,40,75,36,69,63,82,89,41,81,78,50,64,42,71,74,75,74,9,11,6,11,14,11
27,76,76,7,44,2066,1,4,3,21,5,9,148,712,712,712,742,732,732,732,742,732,732,732,742,732,732,732,742,742,732,732,732,742,742,712,712,712,742,65,66,61,72,58,76,64,68,74,76,88,89,78,71,77,75,90,83,65,69,75,69,75,68,46,67,72,75,76,9,15,7,8,6,12
24,76,79,8,31,1964,1,3,3,23,6,2,176,692,692,692,702,712,712,712,702,722,722,722,712,742,742,742,712,732,752,752,752,732,722,742,742,742,722,67,48,75,77,44,73,47,48,74,78,67,67,67,74,54,75,74,81,86,77,77,73,74,70,51,75,69,75,71,13,7,7,13,11,14
20,76,85,12,15,1816,2,4,3,12,6,2,183,752,752,752,712,742,742,742,712,722,722,722,692,652,652,652,692,492,492,492,492,492,472,432,432,432,472,42,76,70,69,74,75,67,70,54,78,72,77,75,72,67,87,71,70,76,77,38,21,72,69,75,77,28,24,19,7,15,13,9,7,19
30,76,76,6,13,1682,1,3,2,3,6,4,201,582,582,582,542,562,562,562,542,552,552,552,552,582,582,582,552,642,672,672,672,642,652,742,742,742,652,54,44,77,73,35,51,52,50,43,63,41,51,32,65,38,46,58,57,91,45,82,66,67,42,63,71,82,74,75,11,15,14,13,12,11
26,76,81,9,36,1603,1,4,2,5,6,0,172,482,482,482,492,492,492,492,492,502,502,502,512,552,552,552,512,662,692,692,692,662,692,752,752,752,692,35,19,74,60,20,53,26,26,57,67,68,68,65,76,60,50,72,63,73,44,78,78,16,33,37,76,77,79,78,12,6,10,11,12,15
28,76,76,8,17,1818,2,4,3,43,6,0,176,742,742,742,702,722,722,722,702,682,682,682,682,602,602,602,682,492,482,482,482,492,462,462,462,462,462,52,80,76,68,75,69,70,47,42,76,77,69,78,74,70,74,90,69,76,41,83,21,81,59,80,80,31,16,16,15,15,10,13,5,14
33,76,76,3,40,2049,2,3,3,77,5,9,165,692,692,692,732,722,722,722,732,732,732,732,742,732,732,732,742,752,742,742,742,752,752,722,722,722,752,77,58,60,74,57,78,65,48,68,75,76,78,78,79,80,70,78,77,65,65,74,75,76,72,67,78,74,78,73,8,13,10,13,10,6
33,76,76,5,76,1599,3,3,3,18,6,4,203,753,753,753,653,713,713,713,653,693,693,693,633,643,643,643,633,443,513,513,513,443,423,493,493,493,423,44,79,90,73,81,67,57,40,49,80,29,32,33,80,30,79,55,44,86,64,71,25,84,70,70,82,34,25,15,2,2,3,4,2,9
34,76,76,2,48,1880,2,2,2,15,5,9,172,592,592,592,592,592,592,592,592,602,602,602,622,652,652,652,622,712,732,732,732,712,722,752,752,752,722,58,36,74,73,40,56,61,50,70,65,69,70,65,72,77,62,83,79,77,41,82,75,56,55,53,69,76,74,78,12,8,11,11,11,4
27,76,76,8,20,1922,2,3,4,10,5,8,141,722,722,722,762,742,742,742,762,752,752,752,752,702,702,702,752,602,572,572,572,602,572,502,502,502,572,79,71,67,74,62,79,77,78,66,80,83,75,86,73,85,77,81,66,65,65,42,46,70,75,51,74,30,41,25,7,12,7,14,13,18
26,76,79,10,30,1927,1,4,4,10,6,0,161,732,732,732,742,752,752,752,742,752,752,752,742,712,712,712,742,592,592,592,592,592,562,522,522,522,562,69,75,61,77,72,75,70,57,69,75,75,76,73,76,61,75,73,75,64,73,76,42,79,75,72,72,30,44,28,14,16,7,11,12,17
29,76,76,6,23,1868,2,3,2,3,6,3,176,622,622,622,612,622,622,622,612,612,612,612,642,652,652,652,642,702,712,712,712,702,712,752,752,752,712,71,49,78,68,40,70,64,46,65,67,34,70,54,70,50,64,72,78,78,49,88,75,62,55,67,70,77,73,75,16,12,16,6,9,10
26,76,76,7,30,1785,1,3,2,3,6,2,172,572,572,572,522,532,532,532,522,532,532,532,562,602,602,602,562,672,702,702,702,672,692,752,752,752,692,61,41,73,67,52,45,54,48,75,55,52,63,38,77,37,71,81,68,83,45,80,72,42,44,77,75,79,75,77,7,15,13,7,11,12
31,76,76,7,9,1921,2,4,4,10,5,2,123,692,692,692,752,742,742,742,752,752,752,752,742,722,722,722,742,652,622,622,622,652,622,532,532,532,622,74,72,56,74,70,77,76,70,72,76,84,68,83,74,78,69,32,73,33,70,65,45,74,77,74,76,48,58,51,6,5,14,14,9,11
26,76,79,8,21,1932,1,3,3,17,6,0,168,622,622,622,632,652,652,652,632,672,672,672,652,712,712,712,652,702,752,752,752,702,702,752,752,752,702,52,38,68,77,48,71,58,62,70,74,64,56,61,73,60,69,87,76,75,61,85,80,60,67,53,76,75,75,70,12,13,12,15,15,17
27,76,76,8,76,1958,2,3,4,11,5,11,163,752,752,752,762,762,762,762,762,752,752,752,752,692,692,692,752,602,592,592,592,602,572,542,542,542,572,74,72,74,76,75,78,72,61,62,79,77,75,78,77,67,76,71,77,68,72,72,30,78,72,78,76,68,30,26,11,6,8,12,6,14
20,76,87,14,22,1772,1,1,4,7,6,1,168,712,712,712,752,742,742,742,752,732,732,732,742,642,642,642,742,542,482,482,482,542,492,382,382,382,492,68,69,44,69,68,79,66,55,59,77,94,93,79,72,74,75,48,72,66,66,53,17,71,69,58,75,25,16,21,14,13,7,6,9,28
28,76,77,7,42,1749,2,2,2,2,6,1,194,582,582,582,522,552,552,552,522,542,542,542,532,592,592,592,532,632,682,682,682,632,662,742,742,742,662,39,43,79,61,55,50,50,36,60,58,52,59,54,68,50,71,71,63,76,54,82,75,47,51,55,68,75,77,79,14,7,12,14,12,14
29,76,76,8,25,1768,1,3,3,7,6,2,172,752,752,752,702,712,712,712,702,682,682,682,682,602,602,602,682,522,492,492,492,522,502,472,472,472,502,62,81,72,61,69,70,55,48,49,72,72,76,66,72,36,76,64,76,81,71,73,19,81,56,76,70,29,28,29,12,8,10,6,12,16
28,76,76,8,60,2005,2,3,3,11,5,9,163,682,682,682,742,722,722,722,742,732,732,732,752,722,722,722,752,682,662,662,662,682,652,592,592,592,652,86,67,42,68,71,77,83,73,78,77,77,73,75,71,79,72,61,83,61,67,73,56,71,76,60,70,70,52,45,15,9,8,15,14,15
27,76,77,9,53,1851,1,3,3,18,5,11,172,742,742,742,732,742,742,742,732,712,712,712,712,642,642,642,712,542,512,512,512,542,512,462,462,462,512,61,75,65,67,69,72,57,44,54,72,87,87,75,75,74,80,72,72,75,65,70,33,78,67,74,71,27,23,20,11,16,11,9,14,18
32,76,76,6,16,2102,3,4,4,13,6,0,176,733,733,733,723,733,733,733,723,733,733,733,723,743,743,743,723,693,713,713,713,693,673,683,683,683,673,70,70,63,74,67,75,68,84,76,78,68,63,65,70,77,93,70,79,90,84,77,68,70,75,76,76,60,66,60,12,13,13,15,13,13
25,76,78,8,23,2035,2,3,3,5,6,0,174,702,702,702,732,722,722,722,732,722,722,722,742,732,732,732,742,762,732,732,732,762,752,722,722,722,752,79,58,70,76,48,77,68,56,72,76,77,82,76,74,65,76,81,87,78,68,66,70,69,66,58,72,73,73,72,10,8,7,5,14,12
26,76,77,9,1,1920,1,4,3,20,5,9,161,692,692,692,742,732,732,732,742,742,742,742,742,722,722,722,742,632,632,632,632,632,602,542,542,542,602,73,66,51,78,67,79,68,71,75,80,74,72,78,65,78,74,60,70,55,72,63,50,73,74,62,77,55,48,38,8,14,7,10,12,21
27,76,76,8,40,1958,2,3,3,14,6,0,172,742,742,742,752,752,752,752,752,752,752,752,742,692,692,692,742,612,582,582,582,612,582,532,532,532,582,74,74,60,74,77,78,73,62,58,77,74,72,77,77,76,81,64,71,68,74,68,42,79,74,69,71,43,40,36,13,14,8,15,16,14
27,76,77,8,34,1764,1,2,2,25,6,2,190,582,582,582,532,552,552,552,532,542,542,542,532,572,572,572,532,642,682,682,682,642,662,752,752,752,662,30,49,75,57,52,56,44,50,51,59,54,65,69,75,54,68,72,68,81,43,81,78,40,49,57,66,77,78,72,15,13,10,11,11,15
29,76,76,6,41,2182,2,2,4,88,5,11,159,742,742,742,772,762,762,762,772,762,762,762,772,752,752,752,772,762,742,742,742,762,742,712,712,712,742,80,67,62,74,76,80,84,84,74,79,78,79,77,78,70,82,79,85,66,80,88,70,79,72,74,77,66,73,73,11,12,10,7,13,11
31,76,76,5,1,1612,2,3,2,19,6,2,187,512,512,512,472,492,492,492,472,522,522,522,512,602,602,602,512,632,712,712,712,632,662,742,742,742,662,40,32,76,69,32,35,43,48,72,58,48,52,40,68,42,53,55,66,87,42,76,74,36,59,38,67,75,80,75,7,11,6,7,10,11
29,76,76,6,12,1991,2,3,2,22,6,2,185,692,692,692,672,682,682,682,672,682,682,682,672,702,702,702,672,692,742,742,742,692,702,772,772,772,702,63,59,76,76,55,71,66,73,69,74,59,58,56,73,58,77,75,54,86,72,92,79,65,66,66,68,74,77,73,11,11,8,7,12,12
28,76,76,8,20,1827,2,3,3,10,5,10,152,742,742,742,722,732,732,732,722,702,702,702,692,602,602,602,692,492,452,452,452,492,462,432,432,432,462,50,80,78,68,76,75,68,69,34,77,79,78,85,72,78,70,77,69,61,58,78,19,79,61,72,72,21,15,18,9,15,15,11,12,14
30,76,76,8,30,1789,1,3,3,11,5,11,157,742,742,742,722,732,732,732,722,702,702,702,702,632,632,632,702,522,492,492,492,522,492,452,452,452,492,61,78,77,62,77,76,62,63,55,75,73,78,62,79,56,76,55,61,69,73,57,34,72,65,64,65,22,23,22,8,14,12,16,12,14
25,76,77,9,38,1866,1,3,3,11,5,11,174,702,702,702,742,732,732,732,742,722,722,722,742,672,672,672,742,602,562,562,562,602,562,482,482,482,562,71,69,45,73,60,78,69,69,62,76,85,79,76,73,78,74,67,89,68,64,63,34,72,66,62,68,42,33,29,7,6,13,6,8,16
28,76,77,7,31,1914,2,3,2,6,6,2,183,622,622,622,622,632,632,632,622,652,652,652,652,702,702,702,652,712,742,742,742,712,712,752,752,752,712,66,40,77,73,38,64,64,66,77,71,48,62,61,76,58,72,68,73,78,66,77,74,57,70,56,71,75,77,76,14,8,9,13,10,12
28,76,77,7,25,2097,1,4,3,7,5,11,154,702,702,702,742,732,732,732,742,752,752,752,752,772,772,772,752,742,752,752,752,742,732,712,712,712,732,81,72,61,84,65,73,79,77,82,77,67,66,73,66,77,75,71,78,73,77,63,72,68,82,61,69,77,72,70,7,13,15,16,7,11
26,76,76,7,13,2048,1,2,2,6,5,10,172,672,672,672,672,682,682,682,672,692,692,692,692,712,712,712,692,722,742,742,742,722,722,742,742,742,722,59,58,68,74,60,67,82,49,77,73,77,72,74,71,73,73,91,81,73,71,81,76,62,64,61,66,74,76,68,13,12,15,8,15,12
26,76,77,8,29,2072,1,4,3,14,6,0,174,732,732,732,742,742,742,742,742,742,742,742,742,732,732,732,742,742,722,722,722,742,742,722,722,722,742,74,63,72,74,57,78,78,66,61,77,78,79,74,75,67,80,65,79,77,79,72,76,74,72,55,76,69,73,68,15,15,7,14,9,13
28,76,78,8,25,1611,1,3,2,6,6,2,192,502,502,502,512,492,492,492,512,502,502,502,542,572,572,572,542,682,702,702,702,682,702,742,742,742,702,60,26,77,66,32,56,55,36,60,64,63,49,46,74,44,48,33,69,83,29,78,78,28,30,44,64,74,78,78,9,16,9,8,11,13
25,76,79,10,46,1895,1,4,3,13,5,10,159,752,752,752,752,762,762,762,752,742,742,742,752,682,682,682,752,602,562,562,562,602,572,512,512,512,572,70,76,73,74,74,80,65,46,59,77,78,77,74,79,77,72,76,75,63,66,50,39,78,70,62,75,43,33,30,7,15,15,8,14,20
28,76,76,8,10,1850,3,4,3,17,6,0,174,743,743,743,683,713,713,713,683,693,693,693,673,633,633,633,673,513,523,523,523,513,493,503,503,503,493,49,76,77,67,70,70,66,72,52,70,68,73,63,70,51,81,75,69,91,66,80,32,77,71,75,70,15,34,27,16,9,14,12,12,12
24,76,81,11,24,1840,1,3,3,10,5,11,172,742,742,742,712,722,722,722,712,702,702,702,702,642,642,642,702,532,522,522,522,532,502,492,492,492,502,62,76,79,73,73,71,58,52,54,73,69,69,73,77,64,73,82,80,80,64,72,17,77,63,66,72,37,29,16,14,15,9,14,9,22
30,76,76,6,13,1529,1,2,2,33,6,3,196,492,492,492,432,452,452,452,432,462,462,462,462,552,552,552,462,602,682,682,682,602,622,752,752,752,622,30,25,82,61,20,51,25,33,63,60,35,33,33,70,34,59,77,64,91,40,76,76,23,32,42,67,77,78,70,15,12,13,14,15,8
23,76,81,11,20,1810,1,3,3,23,6,0,168,702,702,702,742,732,732,732,742,732,732,732,742,682,682,682,742,612,582,582,582,612,582,512,512,512,582,76,73,47,76,56,79,54,49,71,77,73,86,74,69,60,70,69,63,65,64,45,39,72,68,47,61,48,39,42,9,12,14,14,10,23
30,76,76,8,9,1917,1,3,3,10,5,6,141,722,722,722,742,742,742,742,742,752,752,752,742,702,702,702,742,582,562,562,562,582,542,472,472,472,542,69,69,66,76,76,75,64,60,70,77,76,78,87,76,79,79,65,85,59,79,79,33,71,74,61,65,30,22,32,9,7,9,13,12,11
26,76,79,8,28,2083,1,3,4,23,5,10,176,712,712,712,732,732,732,732,732,742,742,742,742,752,752,752,742,752,752,752,752,752,742,712,712,712,742,67,63,59,78,60,76,65,73,74,75,74,82,78,76,74,81,68,84,66,79,77,75,70,75,60,75,69,75,74,14,9,12,13,8,17
29,76,76,6,25,2073,1,3,3,18,5,10,154,672,672,672,702,682,682,682,702,692,692,692,722,702,702,702,722,752,722,722,722,752,742,712,712,712,742,78,54,68,71,59,74,80,80,73,71,84,79,75,75,75,65,76,83,62,63,72,70,67,60,81,68,72,75,75,9,11,16,14,6,11
27,76,78,8,18,1931,1,3,2,6,6,0,183,642,642,642,652,662,662,662,652,682,682,682,682,712,712,712,682,722,752,752,752,722,722,742,742,742,722,58,49,68,76,39,70,65,58,74,71,62,69,65,73,61,65,69,85,75,57,75,76,64,68,52,72,75,76,75,12,9,14,13,13,16
28,76,76,8,29,1928,1,3,3,17,5,11,157,722,722,722,722,742,742,742,722,742,742,742,732,762,762,762,732,682,712,712,712,682,662,642,642,642,662,64,78,54,80,59,73,53,59,79,75,59,59,44,84,58,70,73,85,67,75,82,67,81,72,53,80,47,64,57,10,15,9,9,14,17
27,76,77,9,1,1941,1,4,4,30,5,10,159,722,722,722,752,742,742,742,752,752,752,752,752,722,722,722,752,662,642,642,642,662,632,572,572,572,632,74,74,57,74,70,77,71,70,69,75,76,74,77,74,75,76,34,79,65,75,53,51,75,77,67,74,60,54,45,6,16,8,7,6,20
25,76,80,10,20,1720,1,4,3,15,6,0,172,742,742,742,712,722,722,722,712,682,682,682,692,582,582,582,692,502,432,432,432,502,472,402,402,402,472,60,76,76,62,65,73,46,37,36,73,84,88,79,76,70,73,85,71,74,57,37,24,76,56,78,68,12,17,15,6,9,9,10,10,21
35,76,76,3,40,1887,2,4,4,77,6,2,174,762,762,762,752,772,772,772,752,762,762,762,742,692,692,692,742,552,542,542,542,552,522,492,492,492,522,70,80,76,76,80,79,69,66,60,81,68,68,69,74,58,76,72,66,72,70,60,24,80,78,74,76,50,24,20,9,5,13,8,12,6
31,76,76,5,19,1817,1,4,2,2,6,4,190,632,632,632,542,582,582,582,542,562,562,562,552,612,612,612,552,642,692,692,692,642,662,752,752,752,662,38,53,86,70,36,50,68,76,68,62,49,54,52,71,34,80,86,69,85,67,76,72,55,35,48,56,75,75,71,13,10,6,15,12,8
22,76,83,10,40,1812,2,3,2,16,6,0,181,612,612,612,602,582,582,582,602,582,582,582,612,602,602,602,612,702,692,692,692,702,712,742,742,742,712,67,51,74,68,43,60,45,30,60,66,71,68,67,69,66,65,82,69,75,39,83,75,49,39,44,66,74,76,77,15,13,10,10,12,18
25,76,81,9,10,1550,1,2,2,2,6,3,194,532,532,532,482,512,512,512,482,502,502,502,502,562,562,562,502,642,692,692,692,642,662,742,742,742,662,29,35,71,67,23,54,29,35,42,63,48,47,42,73,33,68,37,76,90,37,81,78,32,35,43,75,75,79,73,15,8,11,11,10,19
32,76,76,6,41,1959,2,3,3,7,5,11,185,752,752,752,732,742,742,742,732,742,742,742,732,702,702,702,732,602,602,602,602,602,582,572,572,572,582,71,79,77,77,75,75,67,66,68,69,66,71,77,74,66,77,82,69,77,70,69,42,79,78,69,76,42,46,40,12,6,7,6,10,11
30,76,76,6,24,1758,2,3,2,28,5,11,154,532,532,532,562,562,562,562,562,602,602,602,592,662,662,662,592,702,752,752,752,702,712,772,772,772,712,45,32,72,75,35,61,38,36,67,70,63,53,65,77,66,47,87,68,68,35,76,83,32,63,50,72,80,82,78,13,9,12,13,7,9
29,76,76,6,22,1984,1,3,3,35,6,0,179,672,672,672,672,692,692,692,672,702,702,702,692,722,722,722,692,712,752,752,752,712,712,752,752,752,712,50,50,66,75,45,75,53,64,73,73,79,65,70,72,65,69,92,84,90,58,84,74,72,69,42,70,75,76,70,11,12,9,13,9,9
30,76,76,6,21,1588,2,3,2,24,6,4,185,492,492,492,452,462,462,462,452,482,482,482,492,562,562,562,492,632,702,702,702,632,662,742,742,742,662,42,22,75,69,18,31,39,34,68,67,51,53,52,69,50,64,67,55,82,28,72,78,28,37,55,73,77,76,74,13,7,11,14,10,11
30,76,76,6,20,1727,1,3,2,3,6,2,185,542,542,542,522,522,522,522,522,532,532,532,552,592,592,592,552,662,712,712,712,662,682,742,742,742,682,56,30,73,66,49,58,62,49,76,62,49,60,51,67,53,60,51,61,83,42,84,75,40,36,42,70,82,77,73,12,12,12,13,11,11
26,76,77,9,32,1980,2,3,4,10,5,9,150,752,752,752,762,762,762,762,762,762,762,762,742,702,702,702,742,592,582,582,582,592,572,532,532,532,572,68,77,65,75,73,79,76,69,65,76,82,79,83,74,83,80,66,59,65,75,68,38,76,77,74,75,46,44,33,11,7,14,9,14,20
28,76,76,6,31,1631,2,3,2,4,6,1,187,502,502,502,462,472,472,472,462,492,492,492,482,552,552,552,482,632,682,682,682,632,662,742,742,742,662,38,24,74,63,42,35,32,28,59,58,53,61,54,73,61,59,65,61,83,45,87,75,33,41,39,63,74,76,74,11,11,15,15,12,10
26,76,77,8,16,1843,2,4,2,3,6,0,165,612,612,612,632,622,622,622,632,632,632,632,662,672,672,672,662,742,752,752,752,742,742,762,762,762,742,70,50,73,73,38,64,40,34,73,66,63,68,67,77,68,60,72,81,74,41,81,80,55,56,42,74,76,80,78,7,10,6,9,11,11
26,76,76,9,44,1981,1,3,4,11,5,8,152,712,712,712,762,752,752,752,762,752,752,752,752,702,702,702,752,632,622,622,622,632,602,562,562,562,602,75,71,59,73,61,83,75,71,64,80,75,72,90,72,84,73,72,72,54,70,80,52,74,74,68,73,58,40,34,14,14,8,11,8,16
24,76,80,9,12,1994,1,3,3,6,5,9,154,662,662,662,712,702,702,702,712,692,692,692,722,692,692,692,722,752,702,702,702,752,742,682,682,682,742,80,49,59,68,50,75,68,69,64,76,77,79,79,75,79,74,71,77,48,68,66,73,73,62,53,66,72,73,77,13,11,13,13,10,14
31,76,76,5,1,1778,2,2,2,16,6,1,190,582,582,582,562,562,562,562,562,562,562,562,572,592,592,592,572,672,692,692,692,672,682,752,752,752,682,56,45,77,61,38,57,30,25,66,65,69,64,68,67,64,76,82,62,86,47,81,75,31,51,45,69,76,76,74,14,11,13,16,10,11
21,76,85,12,43,1809,1,2,4,9,6,0,163,752,752,752,712,732,732,732,712,702,702,702,692,612,612,612,692,502,482,482,482,502,482,472,472,472,482,50,76,73,68,67,75,69,35,41,77,79,84,77,71,64,75,81,69,86,62,69,22,75,64,82,76,39,14,16,7,13,11,10,8,25
28,76,76,8,55,1969,2,3,4,13,5,10,168,752,752,752,742,742,742,742,742,722,722,722,732,672,672,672,732,612,562,562,562,612,592,522,522,522,592,70,75,71,68,65,74,71,65,63,74,88,87,80,72,77,80,90,80,74,74,57,42,74,67,70,73,25,40,42,9,12,16,9,8,13
26,76,77,9,25,1932,1,4,4,25,5,7,148,682,682,682,732,732,732,732,732,742,742,742,732,722,722,722,732,632,622,622,622,632,602,522,522,522,602,68,67,41,77,60,74,69,77,75,76,78,76,79,67,88,85,54,74,49,80,52,52,70,77,63,73,50,49,44,9,13,12,12,15,19
22,76,81,9,13,1906,1,2,3,12,6,2,176,652,652,652,672,662,662,662,672,652,652,652,702,672,672,672,702,742,712,712,712,742,742,732,732,732,742,77,47,73,69,28,71,50,50,65,69,80,84,68,72,53,66,83,88,87,40,76,68,69,58,43,67,68,76,74,10,10,7,13,14,13
29,76,76,8,25,2025,2,4,3,19,6,0,174,732,732,732,742,742,742,742,742,742,742,742,732,722,722,722,732,662,662,662,662,662,642,612,612,612,642,72,73,65,75,80,80,76,69,71,78,73,62,76,73,75,80,77,72,64,77,54,59,73,72,74,69,57,61,48,11,14,10,15,9,13
25,76,82,9,23,1764,1,2,2,23,5,11,185,582,582,582,582,582,582,582,582,592,592,592,622,642,642,642,622,692,722,722,722,692,702,742,742,742,702,50,36,75,68,35,65,35,42,76,70,69,75,60,72,48,55,70,80,86,34,82,73,45,46,43,73,71,75,72,9,14,11,12,10,15
28,76,76,8,44,2055,2,3,3,7,5,6,137,682,682,682,732,722,722,722,732,732,732,732,742,752,752,752,742,762,762,762,762,762,742,722,722,722,742,73,68,52,77,54,75,66,59,72,74,71,68,82,83,91,67,81,91,60,60,81,74,70,72,60,83,77,77,71,10,13,12,6,8,14
